session,country,Subject,communication,delay,role,numrolls,numins,firstquest,secondquest,Belief,Belief2,Belief2nd,BeliefOtherGroup,age,female,time,risk,Message,Recalled_Message,recall_missing,is_promise,recalled_as_promise,is_efficiency,is_ethics,Early,Late,ImmNoComm,EarlyNoComm,LateNoComm,ImmComm,EarlyComm,LateComm
141110_1315,0,7,1,1,0,,9,1,1,60,,,90,18,1,10,5,,,,0,0,0,0,1,0,0,0,0,0,1,0
141110_1315,0,9,1,1,0,,10,1,1,36,,,100,26,1,10,7,,,,0,0,0,0,1,0,0,0,0,0,1,0
141110_1315,0,10,1,1,0,,6,1,1,100,,,100,22,1,11,7,,,,0,0,0,0,1,0,0,0,0,0,1,0
141110_1315,0,14,1,1,0,,5,1,1,25,,,20,26,0,1,8,,,,0,0,0,0,1,0,0,0,0,0,1,0
141110_1315,0,16,1,1,0,,10,1,1,90,,,70,19,0,9,6,,,,0,0,0,0,1,0,0,0,0,0,1,0
141110_1315,0,17,1,1,0,,5,1,1,71,,,73,21,1,10,9,,,,0,0,0,0,1,0,0,0,0,0,1,0
141110_1315,0,18,1,1,0,,0,1,1,35,,,19,19,1,11,7,,,,0,0,0,0,1,0,0,0,0,0,1,0
141110_1315,0,20,1,1,0,,10,1,1,81,,,60,20,1,11,6,,,,0,0,0,0,1,0,0,0,0,0,1,0
141110_1315,0,23,1,1,0,,10,1,1,50,,,50,22,1,10,8,,,,0,0,0,0,1,0,0,0,0,0,1,0
141110_1315,0,24,1,1,0,,10,1,1,65,,,62,23,0,11,8,,,,0,0,0,0,1,0,0,0,0,0,1,0
141110_1315,0,25,1,1,0,,10,1,1,90,,,100,36,0,10,11,,,,0,0,0,0,1,0,0,0,0,0,1,0
141110_1315,0,27,1,1,0,,10,1,1,80,,,75,20,0,11,10,,,,0,0,0,0,1,0,0,0,0,0,1,0
141110_1315,0,29,1,1,0,,8,1,1,35,,,9,21,0,11,8,,,,0,0,0,0,1,0,0,0,0,0,1,0
141110_1315,0,30,1,1,0,,10,1,1,72,,,80,23,1,10,11,,,,0,0,0,0,1,0,0,0,0,0,1,0
141110_1515,0,2,1,2,0,,7,1,1,67,,,71,22,1,9,6,,,,0,0,0,0,0,1,0,0,0,0,0,1
141110_1515,0,3,1,2,0,,10,1,1,85,,,67,31,0,11,8,,,,0,0,0,0,0,1,0,0,0,0,0,1
141110_1515,0,4,1,2,0,,10,1,1,44,,,37,20,1,11,8,,,,0,0,0,0,0,1,0,0,0,0,0,1
141110_1515,0,5,1,2,0,,10,1,1,90,,,93,20,1,4,8,,,,0,0,0,0,0,1,0,0,0,0,0,1
141110_1515,0,6,1,2,0,,9,1,1,65,,,80,21,1,10,7,,,,0,0,0,0,0,1,0,0,0,0,0,1
141110_1515,0,8,1,2,0,,10,1,1,38,,,65,26,1,10,8,,,,0,0,0,0,0,1,0,0,0,0,0,1
141110_1515,0,9,1,2,0,,0,1,1,90,,,10,41,0,8,5,,,,0,0,0,0,0,1,0,0,0,0,0,1
141110_1515,0,10,1,2,0,,2,1,1,35,,,50,24,0,10,6,,,,0,0,0,0,0,1,0,0,0,0,0,1
141110_1515,0,18,1,2,0,,10,1,1,95,,,68,23,0,5,7,,,,0,0,0,0,0,1,0,0,0,0,0,1
141110_1515,0,19,1,2,0,,10,1,1,100,,,50,33,0,10,6,,,,0,0,0,0,0,1,0,0,0,0,0,1
141110_1515,0,20,1,2,0,,10,1,1,90,,,39,23,0,10,7,,,,0,0,0,0,0,1,0,0,0,0,0,1
141110_1515,0,24,1,2,0,,5,1,1,20,,,29,24,1,10,8,,,,0,0,0,0,0,1,0,0,0,0,0,1
141110_1515,0,25,1,2,0,,10,1,1,81,,,60,25,1,10,5,,,,0,0,0,0,0,1,0,0,0,0,0,1
141110_1515,0,29,1,2,0,,10,1,1,57,,,66,26,0,8,8,,,,0,0,0,0,0,1,0,0,0,0,0,1
141110_1515,0,31,1,2,0,,5,1,1,12,,,16,23,1,7,7,,,,0,0,0,0,0,1,0,0,0,0,0,1
141110_1515,0,32,1,2,0,,2,1,1,20,,,21,21,1,10,7,,,,0,0,0,0,0,1,0,0,0,0,0,1
141110_1515,0,33,1,2,0,,4,1,1,35,,,30,19,0,10,7,,,,0,0,0,0,0,1,0,0,0,0,0,1
141111_1315,0,1,0,1,0,,6,1,1,50,,,49,21,1,10,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,2,0,1,1,10,,1,1,90,,,80,20,0,11,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,3,0,1,0,,4,1,1,60,,,41,20,1,10,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,4,0,1,1,6,,1,1,35,,,36,35,0,7,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,5,0,1,1,5,,1,1,38,,,38,19,1,10,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,6,0,1,1,0,,1,1,10,,,9,19,1,10,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,7,0,1,0,,10,1,1,30,,,61,19,0,0,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,8,0,1,1,0,,1,1,10,,,30,24,1,10,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,9,0,1,1,0,,1,1,7,,,24,24,1,11,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,10,0,1,0,,0,1,1,0,,,,23,0,11,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,11,0,1,0,,0,1,1,66,,,17,21,1,10,4,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,12,0,1,1,10,,1,1,80,,,60,24,0,10,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,13,0,1,0,,0,1,1,60,,,80,23,0,10,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,14,0,1,0,,10,1,1,40,,,40,25,1,8,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,15,0,1,0,,0,1,1,100,,,50,26,0,11,10,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,16,0,1,0,,2,1,1,15,,,21,18,1,10,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,17,0,1,1,0,,1,1,32,,,71,20,1,10,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,18,0,1,0,,0,1,1,6,,,14,20,1,10,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,19,0,1,1,5,,1,1,30,,,30,25,1,6,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,20,0,1,1,8,,1,1,27,,,49,37,1,10,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,21,0,1,1,5,,1,1,58,,,60,19,1,8,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,22,0,1,1,0,,1,1,91,,,4,20,1,10,3,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,23,0,1,1,5,,1,1,35,,,72,25,1,10,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,24,0,1,0,,3,1,1,20,,,50,26,0,6,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,25,0,1,0,,10,1,1,28,,,30,20,0,9,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,26,0,1,1,0,,1,1,9,,,25,18,1,10,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,27,0,1,0,,5,1,1,20,,,47,23,1,7,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,28,0,1,0,,4,1,1,36,,,56,22,1,7,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,29,0,1,1,7,,1,1,75,,,66,25,1,11,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,30,0,1,1,10,,1,1,36,,,20,23,1,11,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,31,0,1,0,,0,1,1,10,,,30,22,0,3,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,32,0,1,1,7,,1,1,40,,,35,24,0,10,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,33,0,1,0,,6,1,1,46,,,44,19,1,10,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1315,0,34,0,1,0,,0,1,1,4,,,100,23,0,3,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
141111_1515,0,1,0,2,0,,7,1,1,85,,,77,26,1,10,10,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,2,0,2,1,0,,1,1,0,,,1,24,0,10,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,3,0,2,0,,5,1,1,10,,,20,23,0,11,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,4,0,2,1,0,,1,1,50,,,15,18,1,10,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,5,0,2,1,10,,1,1,95,,,100,28,0,11,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,6,0,2,0,,4,1,1,20,,,26,24,0,9,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,7,0,2,1,10,,1,1,90,,,85,24,0,10,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,8,0,2,0,,0,1,1,25,,,25,18,1,10,4,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,9,0,2,1,0,,1,1,25,,,20,23,0,10,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,10,0,2,1,0,,1,1,62,,,28,22,1,10,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,11,0,2,1,0,,1,1,88,,,100,21,1,11,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,12,0,2,0,,5,1,1,76,,,40,19,1,10,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,13,0,2,0,,10,1,1,60,,,60,30,0,11,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,14,0,2,1,4,,1,1,50,,,80,26,0,10,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,15,0,2,1,10,,1,1,70,,,35,20,1,7,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,16,0,2,0,,0,1,1,10,,,20,23,1,10,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,17,0,2,0,,5,1,1,40,,,39,24,0,11,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,18,0,2,0,,0,1,1,85,,,40,25,0,10,10,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,19,0,2,1,0,,1,1,10,,,10,22,1,10,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,20,0,2,0,,1,1,1,30,,,90,25,1,9,1,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,21,0,2,1,0,,1,1,70,,,39,23,0,5,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,22,0,2,1,10,,1,1,19,,,16,21,0,10,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,23,0,2,0,,10,1,1,81,,,50,25,0,6,11,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,24,0,2,0,,0,1,1,0,,,10,22,0,11,11,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,25,0,2,1,10,,1,1,20,,,30,21,1,9,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,26,0,2,0,,10,1,1,80,,,70,19,1,10,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,27,0,2,0,,0,1,1,40,,,34,32,0,11,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,28,0,2,1,0,,1,1,7,,,5,23,0,10,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,29,0,2,1,0,,1,1,9,,,4,36,0,10,4,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,30,0,2,0,,6,1,1,30,,,35,22,1,6,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,31,0,2,0,,0,1,1,0,,,25,25,0,10,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,32,0,2,1,0,,1,1,23,,,16,26,0,10,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,33,0,2,1,0,,1,1,9,,,9,21,1,10,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
141111_1515,0,34,0,2,0,,5,1,1,50,,,40,19,1,10,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,1,0,2,1,10,,1,1,66,5,,25,21,1,10,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,2,0,2,0,,0,1,1,35,2,,29,26,1,10,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,3,0,2,0,,0,1,1,10,3,,15,21,1,11,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,4,0,2,1,0,,1,1,0,0,,0,21,1,10,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,5,0,2,0,,0,1,1,10,0,,14,25,1,10,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,6,0,2,0,,1,1,1,19,3,,15,19,1,10,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,7,0,2,0,,0,1,1,10,0,,10,21,1,10,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,8,0,2,1,10,,1,1,0,8,,85,20,1,6,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,9,0,2,0,,10,1,1,9,2,,20,30,1,11,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,10,0,2,0,,0,1,1,9,,,82,22,0,11,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,11,0,2,1,3,,1,1,45,5,,40,23,1,10,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,12,0,2,1,0,,1,1,28,2,,30,23,0,10,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,13,0,2,1,10,,1,1,80,7,,49,23,0,9,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,14,0,2,0,,2,1,1,20,3,,10,21,1,11,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,15,0,2,0,,10,1,1,65,7,,65,22,0,5,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,16,0,2,1,10,,1,1,37,9,,81,24,0,9,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,17,0,2,0,,4,1,1,70,7,,40,19,1,11,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,18,0,2,0,,0,1,1,30,2,,20,30,0,5,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,19,0,2,1,10,,1,1,65,9,,30,35,0,11,11,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,20,0,2,1,0,,1,1,10,,,9,20,1,10,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,21,0,2,0,,5,1,1,29,3,,40,27,0,10,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,22,0,2,1,0,,1,1,32,1,,51,18,1,10,10,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,23,0,2,0,,10,1,1,45,4,,40,26,0,11,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,24,0,2,1,10,,1,1,40,4,,50,27,0,5,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,25,0,2,1,0,,1,1,30,1,,30,19,1,10,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,26,0,2,1,10,,1,1,10,1,,10,23,1,10,5,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,27,0,2,0,,10,1,1,100,10,,40,36,0,11,11,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,28,0,2,0,,0,1,1,20,1,,15,29,1,5,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,29,0,2,1,0,,1,1,37,0,,60,23,0,10,6,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,30,0,2,1,0,,1,1,10,,,,24,0,7,7,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,31,0,2,0,,10,1,1,80,10,,72,24,0,0,8,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,32,0,2,0,,10,1,1,83,8,,71,23,1,10,10,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,33,0,2,1,,,1,0,76,,,,20,0,10,10,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1315,0,34,0,2,1,0,,1,1,20,0,,,23,0,9,11,,,,0,0,0,0,0,1,0,0,1,0,0,0
150302_1515,0,1,0,1,1,0,,1,1,10,,,9,22,1,11,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,2,0,1,1,0,,1,1,5,1,,9,26,1,10,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,3,0,1,0,,5,1,1,50,5,,60,24,0,6,9,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,4,0,1,0,,5,1,1,80,3,,50,25,0,7,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,5,0,1,1,0,,1,1,35,2,,20,21,0,10,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,6,0,1,0,,4,1,1,59,7,,37,19,1,7,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,7,0,1,1,0,,1,1,9,0,,39,20,0,11,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,8,0,1,0,,0,1,1,35,1,,19,29,1,10,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,9,0,1,1,0,,1,1,25,2,,30,22,0,9,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,10,0,1,1,10,,1,1,75,9,,91,31,1,11,3,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,11,0,1,1,0,,1,1,35,0,,17,30,0,9,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,12,0,1,1,0,,1,1,25,3,,20,21,1,11,9,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,13,0,1,0,,0,1,1,38,4,,9,25,1,10,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,14,0,1,1,0,,1,1,9,1,,21,24,0,7,3,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,15,0,1,0,,2,1,1,28,3,,82,20,1,11,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,16,0,1,0,,1,1,1,18,2,,12,23,0,10,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,17,0,1,0,,0,1,0,13,1,,,28,0,10,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,18,0,1,1,0,,1,1,10,,,19,28,0,10,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,19,0,1,0,,7,1,1,40,4,,76,20,0,7,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,20,0,1,1,10,,1,1,15,0,,10,29,0,10,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,21,0,1,0,,4,1,1,30,5,,81,22,1,4,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,22,0,1,1,0,,1,1,7,1,,10,22,1,10,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,23,0,1,1,0,,1,1,10,0,,0,22,0,0,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,24,0,1,1,10,,1,1,39,10,,9,23,1,10,1,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,25,0,1,0,,10,1,1,87,10,,85,28,0,10,6,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,26,0,1,0,,4,1,1,75,7,,30,22,0,6,4,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,27,0,1,0,,10,1,1,71,6,,18,26,0,10,10,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,28,0,1,1,0,,1,1,9,1,,5,20,1,10,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,29,0,1,0,,0,1,1,18,2,,20,21,1,11,5,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,30,0,1,0,,0,1,1,25,0,,20,24,0,11,11,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,31,0,1,0,,8,1,1,65,7,,81,24,0,10,8,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,32,0,1,1,2,,1,1,19,2,,27,21,1,11,9,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,33,0,1,1,0,,1,1,28,3,,33,31,1,10,11,,,,0,0,0,0,1,0,0,1,0,0,0,0
150302_1515,0,34,0,1,0,,1,1,1,14,2,,9,19,0,10,7,,,,0,0,0,0,1,0,0,1,0,0,0,0
150303_1315,0,1,1,2,0,,0,1,1,9,5,,30,20,1,11,6,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1315,0,4,1,2,0,,0,1,1,38,0,,34,21,0,10,10,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1315,0,5,1,2,0,,0,1,1,90,10,,90,25,0,10,7,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1315,0,9,1,2,0,,5,1,1,20,3,,25,18,0,6,7,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1315,0,11,1,2,0,,7,1,1,70,7,,70,20,0,6,8,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1315,0,12,1,2,0,,0,1,1,0,,,100,19,1,10,5,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1315,0,13,1,2,0,,0,1,1,60,0,,70,23,0,10,5,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1315,0,15,1,2,0,,10,1,1,85,10,,90,23,1,5,5,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1315,0,16,1,2,0,,4,1,1,35,4,,71,29,1,6,6,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1315,0,18,1,2,0,,10,1,1,52,10,,25,20,0,11,10,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1315,0,20,1,2,0,,0,1,1,75,,,50,22,0,9,6,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1315,0,21,1,2,0,,7,1,1,63,6,,0,25,0,8,8,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1315,0,23,1,2,0,,1,1,1,40,10,,29,23,0,10,5,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1315,0,25,1,2,0,,7,1,1,90,10,,90,23,0,10,5,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1315,0,26,1,2,0,,10,1,1,85,10,,91,21,0,10,10,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1315,0,30,1,2,0,,10,1,1,50,10,,71,20,1,10,7,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1315,0,31,1,2,0,,10,1,1,87,10,,72,24,1,10,11,,,,0,0,0,0,0,1,0,0,0,0,0,1
150303_1515,0,1,1,1,0,,1,1,1,30,2,,20,25,0,10,6,,,,0,0,0,0,1,0,0,0,0,0,1,0
150303_1515,0,2,1,1,0,,10,1,1,81,10,,100,20,1,3,6,,,,0,0,0,0,1,0,0,0,0,0,1,0
150303_1515,0,4,1,1,0,,0,1,1,5,0,,13,19,0,10,6,,,,0,0,0,0,1,0,0,0,0,0,1,0
150303_1515,0,6,1,1,0,,8,1,1,76,10,,83,21,1,10,7,,,,0,0,0,0,1,0,0,0,0,0,1,0
150303_1515,0,8,1,1,0,,10,1,1,45,10,,40,24,0,10,5,,,,0,0,0,0,1,0,0,0,0,0,1,0
150303_1515,0,13,1,1,0,,6,1,1,80,6,,80,19,1,11,8,,,,0,0,0,0,1,0,0,0,0,0,1,0
150303_1515,0,14,1,1,0,,0,1,1,60,5,,40,23,0,10,3,,,,0,0,0,0,1,0,0,0,0,0,1,0
150303_1515,0,20,1,1,0,,5,1,1,17,2,,41,22,1,10,5,,,,0,0,0,0,1,0,0,0,0,0,1,0
150303_1515,0,21,1,1,0,,10,1,1,85,10,,90,20,1,10,6,,,,0,0,0,0,1,0,0,0,0,0,1,0
150303_1515,0,22,1,1,0,,10,1,0,93,10,,,22,0,9,5,,,,0,0,0,0,1,0,0,0,0,0,1,0
150303_1515,0,23,1,1,0,,10,1,1,8,0,,5,19,0,7,8,,,,0,0,0,0,1,0,0,0,0,0,1,0
150303_1515,0,24,1,1,0,,10,1,1,81,10,,78,20,0,4,8,,,,0,0,0,0,1,0,0,0,0,0,1,0
150303_1515,0,25,1,1,0,,10,1,1,60,0,,75,23,0,10,7,,,,0,0,0,0,1,0,0,0,0,0,1,0
150303_1515,0,26,1,1,0,,9,1,0,70,10,,,21,1,11,6,,,,0,0,0,0,1,0,0,0,0,0,1,0
150303_1515,0,28,1,1,0,,3,1,1,57,6,,29,19,1,6,7,,,,0,0,0,0,1,0,0,0,0,0,1,0
150303_1515,0,29,1,1,0,,4,1,1,30,4,,20,23,0,7,7,,,,0,0,0,0,1,0,0,0,0,0,1,0
150303_1515,0,30,1,1,0,,10,1,1,100,10,,91,22,1,11,11,,,,0,0,0,0,1,0,0,0,0,0,1,0
170404_1008,1,2,1,1,0,,8,1,1,70,2,,80,29,1,6,5,,,,0,0,0,0,1,0,0,0,0,0,1,0
170404_1008,1,5,1,1,0,,1,1,1,50,5,,20,24,0,9,5,,,,0,0,0,0,1,0,0,0,0,0,1,0
170404_1008,1,6,1,1,0,,10,1,1,50,1,,20,22,1,11,7,,,,0,0,0,0,1,0,0,0,0,0,1,0
170404_1008,1,7,1,1,0,,0,1,1,22,,,69,21,1,10,6,,,,0,0,0,0,1,0,0,0,0,0,1,0
170404_1008,1,10,1,1,0,,1,1,1,70,7,,50,21,1,7,8,,,,0,0,0,0,1,0,0,0,0,0,1,0
170404_1008,1,11,1,1,0,,8,1,1,48,5,,61,20,1,9,1,,,,0,0,0,0,1,0,0,0,0,0,1,0
170404_1106,1,1,1,2,0,,8,0,1,0,,,78,45,0,10,5,,,,0,0,0,0,0,1,0,0,0,0,0,1
170404_1106,1,3,1,2,0,,4,1,1,22,2,,7,22,1,10,8,,,,0,0,0,0,0,1,0,0,0,0,0,1
170404_1106,1,7,1,2,0,,0,1,1,20,,,25,19,1,10,5,,,,0,0,0,0,0,1,0,0,0,0,0,1
170404_1106,1,10,1,2,0,,5,1,1,60,4,,70,24,1,10,7,,,,0,0,0,0,0,1,0,0,0,0,0,1
170404_1106,1,12,1,2,0,,5,1,1,45,4,,34,25,0,10,6,,,,0,0,0,0,0,1,0,0,0,0,0,1
170404_1106,1,13,1,2,0,,0,1,1,0,0,,70,27,1,10,5,,,,0,0,0,0,0,1,0,0,0,0,0,1
170404_1106,1,14,1,2,0,,6,1,1,100,10,,40,33,1,11,3,,,,0,0,0,0,0,1,0,0,0,0,0,1
