"true_treatment_ordered","session","period","group","game","global_group","chat_decent","chat_advice","chat_cent","strategy1","strategy2","coordinate","coordinate_safe","coordinate_efficient","coordinate_other","payoff_b1","payoff_b2","payoff_manager","any_suggestion","suggest_safe","suggest_efficient","last_suggest_efficient","agree_proposal","discuss_coordinate","discuss_fairness","discuss_efficient","discuss_rules","discuss_howtoplay","explanation","ask_game","receive_report","truthful","falsehood","contradict","disagreement","neither_report","truth_a1","truth_a2","false_a1","false_a2","nummess_man","nummess_agent","man_suggest_safe","man_suggest_efficient","man_agree_proposal","man_discuss_coordinate","man_discuss_fairness","man_discuss_efficient","man_discuss_rules","man_discuss_howtoplay","man_explanation","man_ask_game"
"CH/S-D","30","17","3","3","3003","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","18","3","3","3003","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","0.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","1","3","3","3103","1","0","0","3","3","1","1","1","0","40","40","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","2","3","4","3103","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0.66666669","0.5","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","3","3","1","3103","1","0","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0.66666669","0","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","4","3","4","3103","1","0","0","5","5","1","0","0","1","50","22","72","1","0","1","0","1","0","1","1","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","5","3","4","3103","1","0","0","2","2","1","0","0","1","25","39","64","1","0","0","0","0.5","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","6","3","5","3103","1","0","0","5","5","1","0","1","0","54","26","80","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","7","3","1","3103","1","0","0","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","8","3","4","3103","1","0","0","1","1","1","0","0","1","14","42","56","1","0","1","0","0","0","0.66666669","1","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","9","3","3","3103","1","0","0","3","3","1","1","1","0","40","40","80","0.5","0.5","0.5","0.5","1","0.33333334","0.66666669","0","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","10","3","3","3103","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.66666669","1","0","0.33333334","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","11","3","4","3103","1","0","0","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","1","0.5","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","12","3","4","3103","1","0","0","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","13","3","2","3103","1","0","0","1","1","1","0","0","1","22","50","72","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","14","3","2","3103","1","0","0","2","2","1","0","1","0","33","47","80","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","15","3","4","3103","1","0","0","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","16","3","4","3103","1","0","0","4","4","1","0","1","0","47","33","80","1","0","1","1","0.5","0","0.66666669","1","0","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","17","3","3","3103","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","31","18","3","3","3103","1","0","0","2","2","1","0","0","1","29","43","72","1","0.5","0.5","0","1","0","1","0.5","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","1","3","3","3203","0","0","1","4","4","1","0","0","1","43","29","72","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","2","3","4","3203","0","0","1","5","5","1","0","0","1","50","22","72","1","0","0","0","1","0","0","0","0","0","0","0.5","1","1","1","1","0.66666669","0","0.5","1","1","0","2","12","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","3","3","1","3203","0","0","1","1","1","1","0","1","0","26","54","80","1","0","1","0.5","1","0","0","0","0","0.33333334","0","1","1","1","0","0","0","0","1","1","0","0","6","12","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","4","3","4","3203","0","0","1","1","1","1","0","0","1","14","42","56","1","0","0","0","0.5","0","0.33333334","0.5","0","0.33333334","0.66666669","1","1","1","1","1","1","0","1","0","0","1","9","17","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","5","3","4","3203","0","0","1","5","5","1","0","0","1","50","22","72","1","0","0","0","0.5","0","1","0","0","0","0.66666669","1","1","1","1","1","0.66666669","0","1","0","1","1","9","21","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","6","3","5","3203","0","0","1","3","3","1","1","0","0","32","32","64","1","1","1","0","1","0","1","0.5","0","0","0.33333334","0.5","1","1","1","1","0.66666669","0","1","1","0","1","8","14","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","7","3","1","3203","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","0.5","0.33333334","0.66666669","1","0","0.66666669","0.66666669","0","1","1","0","0","0","0","1","1","0","0","6","15","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","8","3","4","3203","0","0","1","5","5","1","0","0","1","50","22","72","1","0","0","0","1","0","0","0.5","0","0","0","1","1","1","0","0","0","0","1","0","0","0","6","7","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","9","3","3","3203","0","0","1","2","2","1","0","0","1","29","43","72","1","1","1","0","1","0.33333334","0","0","0","0","0.33333334","1","1","1","0","0","0","0","1","0","0","0","9","8","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","10","3","3","3203","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0.66666669","0","0.66666669","0.5","0.5","0.5","0","0","0","0.5","0.5","0","0","0","6","10","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","11","3","4","3203","0","0","1","4","4","1","0","1","0","47","33","80","1","1","1","1","0.5","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","5","6","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","12","3","4","3203","0","0","1","2","2","1","0","0","1","25","39","64","1","0","0","0","0.5","0","0.66666669","0","0","0.33333334","0.33333334","0.5","1","1","0","0","0","0","1","0.5","0","0","9","11","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","13","3","2","3203","0","0","1","4","4","1","0","0","1","39","25","64","1","0","0","0","1","0","0.66666669","0.5","0","0.33333334","0.33333334","0","1","1","0","0","0","0","1","0","0","0","5","9","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","14","3","2","3203","0","0","1","1","1","1","0","0","1","22","50","72","1","0","1","1","0.5","0","0","0","0","0","0.33333334","1","1","1","0","0","0","0","1","1","0","0","12","20","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","15","3","4","3203","0","0","1","5","5","1","0","0","1","50","22","72","1","0","0","0","0.5","0","1","1","0","0","0.33333334","0","0.5","0.5","0","0","0","0.5","0.5","0","0","0","8","12","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","16","3","4","3203","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0.5","0","1","0","0.66666669","0.5","0","0.66666669","0.66666669","0","1","1","0","0","0","0","1","0","0","0","7","14","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","17","3","3","3203","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.66666669","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","8","11","0","0","0","0","0","0","0","0","0","0"
"CH-MC","32","18","3","3","3203","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","0.5","1","0","0","0","0.66666669","0","0.66666669","0","1","1","0","0","0","0","1","0","0","0","12","16","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","1","3","3","3303","0","0","1","2","2","1","0","0","1","29","43","72","0","0","0","0","0","0","0","0.5","0","0.33333334","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","2","3","4","3303","0","0","1","1","1","1","0","0","1","14","42","56","1","0","0","0","0.5","0","0.66666669","0.5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","3","3","1","3303","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","4","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","4","3","4","3303","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","0.5","0","0.33333334","0","0","0","0","0","0","0","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","5","3","4","3303","0","0","1","3","3","1","1","0","0","36","36","72","0.5","0.5","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","6","3","5","3303","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","0.5","0","1","0","0","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","7","3","1","3303","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","1","0.5","0","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","7","12","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","8","3","4","3303","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","7","9","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","9","3","3","3303","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.33333334","0.5","0.33333334","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","9","13","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","10","3","3","3303","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","0.5","1","0","0.66666669","1","0","0.66666669","0","0","0","0","0","0","0","1","0","0","0","0","6","8","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","11","3","4","3303","0","0","1","3","3","1","1","0","0","36","36","72","0","0","0","0","0.5","0.33333334","0.33333334","0.5","0","0.66666669","0.66666669","0","0","0","0","0","0","1","0","0","0","0","6","4","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","12","3","4","3303","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0","0","0.5","0","0.66666669","0.5","0","1","0.66666669","0","0","0","0","0","0","1","0","0","0","0","7","6","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","13","3","2","3303","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0","0","0.5","0","0","0","0.33333334","0","0","0","0","0","0","0","0","1","0","0","0","0","9","10","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","14","3","2","3303","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","0","0.33333334","0","0","0","0","0","0","0","0","1","0","0","0","0","6","9","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","15","3","4","3303","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0","0","0","0","0","0","0.33333334","0.33333334","0","0","0","0","0","0","0","1","0","0","0","0","8","10","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","16","3","4","3303","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0","0","0","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","9","16","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","17","3","3","3303","0","0","1","3","3","1","1","1","0","40","40","80","0","0","0","0","0","0","0.33333334","0","0.33333334","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","11","14","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","18","3","3","3303","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","0.5","0.33333334","0.33333334","0","0.33333334","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","12","15","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","1","3","3","3403","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0.5","1","0","0","3","9","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","2","3","4","3403","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","1","1","0","0.33333334","0.33333334","0","1","1","0","0","0","0","1","1","0","0","6","11","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","3","3","1","3403","0","0","1","2","2","1","0","0","1","29","43","72","1","0","0","0","1","0","0.66666669","1","0","0.33333334","0","0","1","1","0","0","0","0","1","1","0","0","4","7","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","4","3","4","3403","0","0","1","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","2","4","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","5","3","4","3403","0","0","1","2","2","1","0","0","1","25","39","64","1","1","0","0","1","0","0.66666669","1","0","0","0","0","1","1","0","0","0","0","1","1","0","0","3","4","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","6","3","5","3403","0","0","1","4","4","1","0","0","1","43","29","72","1","0","0","0","1","0","0.66666669","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","3","7","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","7","3","1","3403","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","3","4","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","8","3","4","3403","0","0","1","4","4","1","0","1","0","47","33","80","1","1","1","0.5","1","0","0.66666669","1","0","0","0","0","1","1","0","0","0","0","1","1","0","0","6","9","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","9","3","3","3403","0","0","1","2","2","1","0","0","1","29","43","72","1","0","0","0","1","0","0.33333334","1","0.66666669","0","0","0","1","1","0","0","0","0","1","1","0","0","5","9","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","10","3","3","3403","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0.66666669","0","0.33333334","0","1","1","0","0","0","0","0","1","0","0","5","7","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","11","3","4","3403","0","0","1","4","4","1","0","1","0","47","33","80","1","1","1","1","1","0","0.66666669","1","0.66666669","0.33333334","0.33333334","0.5","1","1","0","0","0","0","1","1","0","0","9","11","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","12","3","4","3403","0","0","1","2","2","1","0","0","1","25","39","64","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","9","13","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","13","3","2","3403","0","0","1","4","4","1","0","0","1","39","25","64","1","1","0","0","1","0","0.66666669","1","0","0.33333334","0","0","1","1","0","0","0","0","1","1","0","0","7","10","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","14","3","2","3403","0","0","1","2","2","1","0","1","0","33","47","80","1","1","1","1","1","0","0.66666669","1","0","0","0.66666669","0","1","1","0","0","0","0","0","1","0","0","6","17","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","15","3","4","3403","0","0","1","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","0.66666669","0.5","0.33333334","0.33333334","1","0","1","1","0","0","0","0","1","1","0","0","7","13","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","16","3","4","3403","0","0","1","2","2","1","0","0","1","25","39","64","1","0","0","0","1","0","0.66666669","1","0","0","0.33333334","0","1","1","0","0","0","0","1","1","0","0","9","14","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","17","3","3","3403","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","0.5","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","7","10","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","18","3","3","3403","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","0.5","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","8","15","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","1","4","2","41","0","1","0","5","2","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","2","4","2","41","0","1","0","3","2","0","0","0","0","22","33","55","1","1","0.5","0.5","0.5","0","0.66666669","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","6","12","0","0","0","0","0.66666669","0","0","0","0","0"
"CH/A-D","35","3","4","4","41","0","1","0","4","4","1","0","1","0","47","33","80","1","0.5","1","1","1","0","0","0.66666669","0","0","0.66666669","1","0","0","0","0","0","1","0","0","0","0","5","5","0","0","1","0","0","0","0","0","0","1"
"CH/A-D","35","4","4","4","41","0","1","0","4","4","1","0","1","0","47","33","80","1","1","1","1","1","0","0","0","0","0.66666669","0.66666669","0","0.5","0.5","0","0","0","0","0.5","0.5","0","0","6","6","1","0","1","0","0","0","0","0","0.66666669","0"
"CH/A-D","35","5","4","1","41","0","1","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","2","5","1","0","0","0","0","0","0","0","0","1"
"CH/A-D","35","6","4","5","41","0","1","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","1","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","10","12","0.5","0.5","0.5","0","1","0","0","0","0","1"
"CH/A-D","35","7","4","4","41","0","1","0","5","5","1","0","0","1","50","22","72","1","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","7","6","0.5","0","0.5","0","1","0","0","0","0","1"
"CH/A-D","35","8","4","2","41","0","1","0","1","1","1","0","0","1","22","50","72","1","0","1","0","1","0","0.33333334","0","0","0","0.66666669","0","0.5","0.5","0","0","0","0","0.5","0","0","0","10","12","0.5","0.5","0","0","0.33333334","0","0","0","0.66666669","0"
"CH/A-D","35","9","4","5","41","0","1","0","1","1","1","0","0","1","10","38","48","1","0","0","0","1","0","1","0","0","0","0.66666669","0","1","1","0","0","0","0","1","0","0","0","8","8","0.5","0","1","0","1","0","0","0","0.66666669","0"
"CH/A-D","35","10","4","4","41","0","1","0","4","4","1","0","1","0","47","33","80","1","0","1","1","0","0","0.33333334","1","0","0","0.66666669","1","1","1","0","0","0","0","1","0","0","0","8","11","0","1","0","0","0.33333334","0","0","0","0.66666669","1"
"CH/A-D","35","11","4","3","41","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.66666669","0","0","0","0.66666669","0","1","1","0","0","0","0","1","0","0","0","8","6","0.5","1","1","0","0.66666669","0","0","0","0.66666669","0"
"CH/A-D","35","12","4","1","41","0","1","0","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","0.66666669","0","0","0","0.66666669","0","1","1","0","0","0","0","1","0","0","0","7","10","0","1","1","0","0.66666669","0","0","0","0","0"
"CH/A-D","35","13","4","1","41","0","1","0","1","1","1","0","1","0","26","54","80","1","1","1","0","0.5","0","1","0.66666669","1","0","0.66666669","0.5","1","1","0","0","0","0","0","1","0","0","10","15","0","1","0.5","0","1","0.66666669","0","0","0.66666669","0.5"
"CH/A-D","35","14","4","2","41","0","1","0","5","5","1","0","0","1","42","14","56","1","0","0","0","1","0","1","0","0","0.66666669","0.66666669","1","1","1","0","0","0","0","1","0","0","0","8","7","0.5","0","0.5","0","1","0","0","0","0.66666669","1"
"CH/A-D","35","15","4","1","41","0","1","0","3","3","1","1","0","0","32","32","64","1","1","0","0","0","0","0.66666669","0.66666669","0","0","0.66666669","0","1","1","0","0","0","0","1","0","0","0","10","8","0.5","0","0","0","0.66666669","0.66666669","0","0","0.66666669","0"
"CH/A-D","35","16","4","4","41","0","1","0","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","0.66666669","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","5","14","0","1","0","0","0.66666669","0","0","0","0","0"
"CH/A-D","35","17","4","2","41","0","1","0","3","3","1","1","0","0","36","36","72","1","1","0.5","0","0","0","1","0","0","0","0.66666669","0","1","1","0","0","0","0","0","1","0","0","10","12","0.5","1","0","0","0.66666669","0","0","0","0.66666669","0"
"CH/A-D","35","18","4","2","41","0","1","0","4","4","1","0","0","1","39","25","64","1","0.5","0","0","1","0","0","0","0","0","0.66666669","1","1","1","0","0","0","0","1","0","0","0","4","6","1","0","0.5","0","0","0","0","0","0.66666669","1"
"CH/A-D","36","1","4","2","42","0","1","0","3","2","0","0","0","0","22","33","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","2","4","2","42","0","1","0","4","4","1","0","0","1","39","25","64","1","0","0","0","0","0","1","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","3","4","4","42","0","1","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","4","4","4","42","0","1","0","5","5","1","0","0","1","50","22","72","1","0","0","0","1","0","0.66666669","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2","10","0","0","0","0","0","0","0","0","1","0"
"CH/A-D","36","5","4","1","42","0","1","0","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","6","4","5","42","0","1","0","5","3","0","0","0","0","26","4","30","1","1","1","0","0.5","0.33333334","1","0.66666669","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","2","4","1","0","0","0","1","0","0","0","0.66666669","0"
"CH/A-D","36","7","4","4","42","0","1","0","3","3","1","1","0","0","36","36","72","1","1","0","0","0.5","0","0","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","2","8","0","0","0","0","0","0","0","0","0.66666669","0"
"CH/A-D","36","8","4","2","42","0","1","0","3","3","1","1","0","0","36","36","72","1","1","0","0","0","0","1","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","9","4","5","42","0","1","0","3","3","1","1","0","0","32","32","64","1","1","0","0","0.5","0","0.66666669","0","1","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","10","4","4","42","0","1","0","3","3","1","1","0","0","36","36","72","1","1","0","0","0.5","0","1","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","3","15","0.5","0","0","0","1","0","0","0","0.66666669","0"
"CH/A-D","36","11","4","3","42","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","2","17","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","12","4","1","42","0","1","0","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","13","4","1","42","0","1","0","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","1","11","0","0","0","0","0.66666669","0","0","0","0","0"
"CH/A-D","36","14","4","2","42","0","1","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","15","4","1","42","0","1","0","3","3","1","1","0","0","32","32","64","1","1","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","16","4","4","42","0","1","0","4","4","1","0","1","0","47","33","80","1","1","1","1","1","0","1","0.66666669","0","0.33333334","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","17","4","2","42","0","1","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","0","0.66666669","0","0","0","0","0","0","0","0","1","0","0","0","0","5","12","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","18","4","2","42","0","1","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0.66666669","0","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","1","14","0","0","0","0","0.66666669","0","0","0","0","0"
"CH/A-D","37","1","4","2","43","0","1","0","2","2","1","0","1","0","33","47","80","0","0","0","0","0.5","0","0","1","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","1","2","0","0","0.5","0","0","0","0","0","0","0"
"CH/A-D","37","2","4","2","43","0","1","0","2","2","1","0","1","0","33","47","80","0","0","0","0","0.5","0","0","0","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","3","4","4","43","0","1","0","4","4","1","0","1","0","47","33","80","1","0","1","1","0","0","0","0.66666669","0.66666669","0","1","1","1","1","0","0","0","0","1","0","0","0","1","6","0","0","0","0","0","0","0","0","0","1"
"CH/A-D","37","4","4","4","43","0","1","0","4","4","1","0","1","0","47","33","80","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","8","7","0","0","0","0","0","0.33333334","0","0","1","0"
