"session","period","group","game","global_group","coordinate","coordinate_safe","coordinate_efficient","coordinate_other","any_suggestion","suggest_safe","suggest_efficient","last_suggest_efficient","agree_proposal","discuss_coordinate","discuss_fairness","discuss_efficient","discuss_rules","discuss_howtoplay","explanation","ask_game","receive_report","truthful","falsehood","contradict","disagreement","neither_report","message","subject","type"
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"iguales lo he dejado",26,0
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"ahora si",16,1
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"c1 c2 una opcion",1,2
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"y luego tu",1,2
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"espera vamos a ver",1,2
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"c2 f2 mejor",16,1
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"sisi",1,2
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"esa esta bien",1,2
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"entonces c2 f2",26,0
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"si",16,1
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"si",1,2
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"esta es buena",1,2
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"a ver si vemos una q nos de a ti o a mi f mucho",1,2
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"o sino c3 f3, pero me da igual ganar menos esta vez",16,1
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"pero qno se quede uno con 10",1,2
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"c3 f3, los dos ganamos 36",16,1
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"c2 f2",1,2
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"y luego tu mas",1,2
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"un poco as",1,2
32,8,1,2,3201,1,1,0,0,1,0.5,1,1,1,0,1,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"mas",1,2
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"vamos a buscar que ganemos lo mismo y ya",16,1
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"era mejor c2 f2 ganbas 80 tu tmabn A",1,2
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"si va",1,2
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"porque estan los puntos igualados",16,1
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"ya",26,0
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"pero uno se quedaba con menos",26,0
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"va",26,0
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"yaa pero antes he tenido 10",1,2
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"estaba hablado",1,2
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"c3 f3??",16,1
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"yo tambien he tenido en uno 10",16,1
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"lo he mirado ahora",16,1
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"c3 f3?",16,1
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"vale va c3 f3 sui no hay mejor",1,2
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"por eso",16,1
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"pues esa",16,1
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"por ahira c3 f3",26,0
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"si",16,1
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"leugo hacemos una",1,2
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"el A se foora",16,1
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"forra",16,1
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"de 50 -30-80 y al reves",1,2
32,9,1,2,3201,1,1,0,0,1,1,0.5,0,1,0,1,1,0,0,0.66666669,0,0,0,0,0,0,1,"vale?",1,2
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"cual",26,0
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"el que me digais",26,0
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"spera",1,2
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"f2 c2?",16,1
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"no",16,1
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"espera",16,1
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"c4 c4",1,2
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"ganas tu mas",1,2
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"pero luego yo va",1,2
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"vale?",1,2
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"no hay ninguno que ggganemos igual?",16,1
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"c4 c4 mejor y au",1,2
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"pero luego gano un poco mas yo",1,2
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"c3 f3",16,1
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"ganampos 36 los dos",16,1
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"mejor",16,1
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"a ver por 3 puntos",1,2
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"me da iguyal",1,2
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"sabes",1,2
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"c3 y f3 entonces",26,0
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"c4 c4 si quieres",1,2
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"uy",26,0
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"se acaba",26,0
32,10,1,4,3201,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0.33333334,0,0.5,0.5,0,0,0,0.5,"bueno pues esa",16,1
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"c2 c2",1,2
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"?",1,2
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"y luego ganas mas tu lo q veas",1,2
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"te dan 33",1,2
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"vale",16,1
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"no esta mal",1,2
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"pues ese y luego al reves",16,1
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"vale",1,2
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"pero no dejamos a uno",1,2
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"con menos de 30",1,2
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"vale?",1,2
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"asi sale rentable",1,2
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"vale",16,1
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"si no no sale",1,2
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"c 2 f2",26,0
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"si",16,1
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"perfecto",26,0
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"a la larga asi ganamos pero con q la caguemos una ya no",1,2
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"vale ahora lo miramos bien",16,1
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"todo",16,1
32,11,1,2,3201,1,0,1,0,1,0,1,1,1,0,0.66666669,1,0,0.33333334,0.33333334,0,0,0,0,0,0,1,"okey",1,2
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"c3 c3",1,2
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"esa es clave",1,2
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"40-40-80",1,2
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"vale va",16,1
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"ese",16,1
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"c3 f3",16,1
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"sisi",1,2
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"es la mejor",1,2
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"perfecto",26,0
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"os habeis dado cuenta",1,2
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"siempre la mejor es c3 c3",1,2
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"c2 c2",1,2
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"c4 c4",1,2
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"pero ahora C3 C3",1,2
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"si",26,0
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"a veces si",16,1
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"c3 f3",26,0
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"sii eso A",16,1
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"ENCIMA TAMBN ES LA Q UE MAS LE DAN AL a",1,2
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"esa definitiva",26,0
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"al A le dan mucho",16,1
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"que suerte",16,1
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"flipas",1,2
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"jajaja",1,2
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"me estaoy portando bien",26,0
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"sisii",1,2
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"que miro por todos",26,0
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"vamoss",16,1
32,12,1,3,3201,1,1,1,0,1,1,1,0.5,1,0.33333334,0.66666669,0.5,0,0.33333334,1,0,0,0,0,0,0,1,"claro",16,1
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"va",16,1
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"cual",16,1
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"c3 c 3?",1,2
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"c3 f3?",1,2
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"esque no hay ninguna com antes",1,2
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"bien",16,1
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"ganamos lo mismo",16,1
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"se queda c3 f3",26,0
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"espera",1,2
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"vale",26,0
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"c2 f2 gano yo mas pero tu 3 puntos menos",1,2
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"los comepnsamos",1,2
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"en la siguiente?",1,2
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"o da igual",1,2
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"es que antes ya he ganado menos yo",16,1
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"yaya",1,2
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"jo",16,1
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"cual",26,0
32,13,1,1,3201,1,1,0,0,1,1,0,0,1,0,0.66666669,1,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"es verdad pero son 3 menos",1,2
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"a ver",16,1
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"c4 c4 va",1,2
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"gaanas tu mas ahora",1,2
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"c3 f 3",16,1
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"me da igual",16,1
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"por 3 puntos",16,1
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"pero lo que quieras",16,1
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"cual",26,0
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"por 3 puntos me da igual",1,2
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"c4 c4",1,2
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"c4 f4 entonces",26,0
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"esque hacer eso compensa si luego lo hacemos al reves",1,2
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"si",1,2
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"vale pues ya estmos iguales",16,1
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"tenemos q ir haciendo eso q se va turnando",1,2
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"encima el A gana un poco mas tambn",1,2
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"ya",16,1
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"la siguiente tu o yo depende",1,2
32,14,1,5,3201,1,0,0,1,1,1,0,0,0.5,0.33333334,0.66666669,1,0,0.66666669,0.33333334,0,0,0,0,0,0,1,"pero si hay de iguales siempre renta tb",16,1
32,15,1,3,3201,1,1,1,0,1,1,1,1,0.5,0,0.33333334,0.5,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"c3 f3",1,2
32,15,1,3,3201,1,1,1,0,1,1,1,1,0.5,0,0.33333334,0.5,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"c3 f3",16,1
32,15,1,3,3201,1,1,1,0,1,1,1,1,0.5,0,0.33333334,0.5,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"jajajaja",1,2
32,15,1,3,3201,1,1,1,0,1,1,1,1,0.5,0,0.33333334,0.5,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"ole jajaj",16,1
32,15,1,3,3201,1,1,1,0,1,1,1,1,0.5,0,0.33333334,0.5,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"vale",26,0
32,15,1,3,3201,1,1,1,0,1,1,1,1,0.5,0,0.33333334,0.5,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"jajajjajaj",26,0
32,15,1,3,3201,1,1,1,0,1,1,1,1,0.5,0,0.33333334,0.5,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"ya me lo se hasta de memoria",1,2
32,15,1,3,3201,1,1,1,0,1,1,1,1,0.5,0,0.33333334,0.5,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"este si renta",16,1
32,15,1,3,3201,1,1,1,0,1,1,1,1,0.5,0,0.33333334,0.5,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"si",1,2
32,15,1,3,3201,1,1,1,0,1,1,1,1,0.5,0,0.33333334,0.5,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"este renta",1,2
32,15,1,3,3201,1,1,1,0,1,1,1,1,0.5,0,0.33333334,0.5,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"nos sobra tiempo",26,0
32,15,1,3,3201,1,1,1,0,1,1,1,1,0.5,0,0.33333334,0.5,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"esque es la q mas ganamos todos",1,2
32,15,1,3,3201,1,1,1,0,1,1,1,1,0.5,0,0.33333334,0.5,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"si",16,1
32,15,1,3,3201,1,1,1,0,1,1,1,1,0.5,0,0.33333334,0.5,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"jjajajajaja",26,0
32,15,1,3,3201,1,1,1,0,1,1,1,1,0.5,0,0.33333334,0.5,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"vpy a ver",16,1
32,15,1,3,3201,1,1,1,0,1,1,1,1,0.5,0,0.33333334,0.5,0,0.33333334,0.66666669,0,0,0,0,0,0,1,"la proxima a ver como esta el tema",1,2
