"","session","period","group","game","global_group","Type","message","coordinate","coordinate_safe","coordinate_efficient","coordinate_other","any_suggestion","suggest_safe","suggest_efficient","last_suggest_efficient","agree_proposal","discuss_coordinate","discuss_fairness","discuss_efficient","discuss_rules","discuss_howtoplay","explanation","ask_game","receive_report","truthful","falsehood","contradict","disagreement","neither_report","Subject"
"3424","31","13","3","2","3103","2","antes no me ha dado tiempo a contestarte","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3425","31","13","3","2","3103","1","ya digo como la cambie sin querer la liamos +","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","13"
"3426","31","13","3","2","3103","1","jaja","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","13"
"3427","31","13","3","2","3103","2","ajaja yo he pensado lo mismo","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3428","31","13","3","2","3103","1","habriamos obtenido mucho menos","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","13"
"3429","31","13","3","2","3103","1","jajaj","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","13"
"3430","31","13","3","2","3103","1","y ganarias 28 mas q yo","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","17"
"3431","31","13","3","2","3103","1","en las otras he ganado 14","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","17"
"3432","31","13","3","2","3103","1","en cada una quedariamos igual","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","17"
"3433","31","13","3","2","3103","2","vale","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","8"
"3434","31","13","3","2","3103","1","hacemos 2 y 2 q la suma es la mayor 80","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","17"
"3435","31","13","3","2","3103","2","mejor si 2,2","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","8"
"3436","31","13","3","2","3103","2","4,4","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","8"
"3437","31","13","3","2","3103","2","suma 80","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","8"
"3438","31","13","3","2","3103","1","si esa perfecta","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","17"
"3439","31","13","3","2","3103","1","y de momento estariamos ganando lo mismo","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","17"
"3440","31","13","3","2","3103","1","y c 5","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","12"
"3441","31","13","3","2","3103","0","okeis","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","27"
"3442","31","13","3","2","3103","2","pon el 1 y 1","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3443","31","13","3","2","3103","0","el 1 y 1 y el 5 y 5","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","27"
"3444","31","13","3","2","3103","0","siempre son positivos","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","27"
"3445","31","13","3","2","3103","1","5 y 5","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","12"
"3446","31","13","3","2","3103","0","para los 3","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","27"
"3447","31","13","3","2","3103","2","grande f¡¡¡¡¡","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3448","31","13","3","2","3103","0","cccc","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","27"
"3449","31","13","3","2","3103","0","te toca !!!","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","27"
"3450","31","13","3","2","3103","1","juego 4","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","12"
"3451","31","13","3","2","3103","0","otra vez?","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","27"
"3452","31","13","3","2","3103","2","si","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3453","31","13","3","2","3103","0","madremia les mola el juego 4 jajaj","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","27"
"3454","31","13","3","2","3103","1","pero nos llevaremos super poco dinero, no?","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","12"
"3455","31","13","3","2","3103","0","pues elije c","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","27"
"3456","31","13","3","2","3103","0","por?","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","27"
"3457","31","13","3","2","3103","1","elige c","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","12"
"3458","31","13","3","2","3103","2","voy","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3459","31","13","3","2","3103","1","1 punto es 0.02 €","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","12"
"3460","31","13","3","2","3103","1","eso es muy poco","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","12"
"3461","31","13","3","2","3103","2","2 y 2","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3462","31","13","3","2","3103","1","bueno A se lleva el doble jajaja","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","12"
"3463","31","13","3","2","3103","0","vale","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","25"
"3464","31","13","3","2","3103","1","c3 f3?","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","14"
"3465","31","13","3","2","3103","0","decid","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","25"
"3466","31","13","3","2","3103","0","si no? siempre será esa jajajaja","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","25"
"3467","31","13","3","2","3103","1","eso parece jaja","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","14"
"3468","31","13","3","2","3103","0","es que es la más compensada","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","25"
"3469","31","13","3","2","3103","2","dios me estoy poniendo nervios\q","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3470","31","13","3","2","3103","0","jajajaja","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","25"
"3471","31","13","3","2","3103","2","es la 1a vez sorry","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3472","31","13","3","2","3103","1","c3 f3 jaja","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","14"
"3473","31","13","3","2","3103","0","jajajajaja","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","25"
"3474","31","13","3","2","3103","2","jolin cada vez gano menos x<d","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3475","31","13","3","2","3103","2","no se que hago","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3476","31","13","3","2","3103","1","tu y yo ganamos lo mismo siempre","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","14"
"3477","31","13","3","2","3103","2","si eso si","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3478","31","13","3","2","3103","1","c3 f3 es que parece lo mas compensado para los 3","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","14"
"3479","31","13","3","2","3103","2","si","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3480","31","13","3","2","3103","0","ya ya si 58 es un puñao","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","25"
"3481","31","13","3","2","3103","1","aunque a ver con cuanto sale A hoy de aqui jaja","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","14"
"3482","31","13","3","2","3103","1","Vale","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","10"
"3483","31","13","3","2","3103","2","valee","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","4"
"3484","31","13","3","2","3103","0","valeps","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","23"
"3485","31","13","3","2","3103","2","somos los mismos de antes?","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","4"
"3486","31","13","3","2","3103","0","yo tambien lo pienso","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","23"
"3487","31","13","3","2","3103","0","JAJAJAJAJJAA","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","23"
"3488","31","13","3","2","3103","2","4","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","4"
"3489","31","13","3","2","3103","1","4","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","10"
"3490","31","13","3","2","3103","0","2 2?","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","23"
"3491","31","13","3","2","3103","1","perfee","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","10"
"3492","31","13","3","2","3103","2","siiii","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","4"
"3493","31","13","3","2","3103","0","no puedo vivir con la duda de si somos los de antes","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","23"
"3494","31","13","3","2","3103","0","en serio","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","23"
"3495","31","13","3","2","3103","1","Yo creo que si","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","10"
"3496","31","13","3","2","3103","2","te has despedido antes?","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","4"
"3497","31","13","3","2","3103","2","asi aclaramoos jajaja","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","4"
"3498","31","13","3","2","3103","0","sii","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","23"
"3499","31","13","3","2","3103","0","personas desconocidas","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","23"
"3500","31","13","3","2","3103","1","vale somos los mimso","1","0","0","1","1","0","0","0","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","10"
"3501","31","14","3","2","3103","2","ahora f4 c4?","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","2"
"3502","31","14","3","2","3103","1","vale bien","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","13"
"3503","31","14","3","2","3103","2","yo creo que siendo la ultima ronda, vale la pena c3 f3","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","2"
"3504","31","14","3","2","3103","2","que son 40","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","2"
"3505","31","14","3","2","3103","1","si si yo lo veo igual","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","13"
"3506","31","14","3","2","3103","1","gracias","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","13"
"3507","31","14","3","2","3103","2","si","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","8"
"3508","31","14","3","2","3103","1","4 y 4 y t debere 14","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","17"
"3509","31","14","3","2","3103","1","es la combinacion q mas puntos da","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","17"
"3510","31","14","3","2","3103","2","si mejor por que en esta para qu yo gane algo mas tienes que dejar tu de ganar bastante mas","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","8"
"3511","31","14","3","2","3103","2","4,4","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","8"
"3512","31","14","3","2","3103","1","intenetemos buscar siempre puntos 80 entre los dos","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","17"
"3513","31","14","3","2","3103","1","3 y 3 y la ultima si o si t tengo q compensar","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","17"
"3514","31","14","3","2","3103","2","vale","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","8"
"3515","31","14","3","2","3103","2","1,1","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","8"
"3516","31","14","3","2","3103","1","si hombre","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","12"
"3517","31","14","3","2","3103","2","ya","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","2"
"3518","31","14","3","2","3103","0","valee","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","27"
"3519","31","14","3","2","3103","0","jijiji","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","27"
"3520","31","14","3","2","3103","2","se va  a llevar el doble A","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","2"
"3521","31","14","3","2","3103","2","jajjajaja","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","2"
"3522","31","14","3","2","3103","0","ha sido el azahar","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","27"
"3523","31","14","3","2","3103","1","juego 2","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","12"
"3524","31","14","3","2","3103","0","f llego tu beneficio","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","27"
"3525","31","14","3","2","3103","0","elije!","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","27"
"3526","31","14","3","2","3103","1","este no me gusta","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","12"
"3527","31","14","3","2","3103","1","pues 5 y 5","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","12"
"3528","31","14","3","2","3103","0","vaaleep","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","27"
"3529","31","14","3","2","3103","2","yo me llevo 14...","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","2"
"3530","31","14","3","2","3103","0","si","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","25"
"3531","31","14","3","2","3103","2","valep","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","2"
"3532","31","14","3","2","3103","0","vosotros ganais bastante pero igual","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","25"
"3533","31","14","3","2","3103","0","y yo pues el doble suele ser","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","25"
"3534","31","14","3","2","3103","1","si","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","14"
"3535","31","14","3","2","3103","2","jajajjajaja k morrooo","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","2"
"3536","31","14","3","2","3103","2","jajjajajajja","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","2"
"3537","31","14","3","2","3103","0","ha sido aleatorio lo siento jajaja","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","25"
"3538","31","14","3","2","3103","2","al menos nos reimos","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","2"
"3539","31","14","3","2","3103","0","por mi hubiera sido todos igual eh","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","25"
"3540","31","14","3","2","3103","1","mejor llevarnos todos lo maximo posibe jaja","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","14"
"3541","31","14","3","2","3103","0","claro","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","25"
"3542","31","14","3","2","3103","0","hace falta preguntar?","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","25"
"3543","31","14","3","2","3103","2","jjajajajajjajaj","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","2"
"3544","31","14","3","2","3103","1","yo creo que no jaja","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","14"
"3545","31","14","3","2","3103","0","ojala yo sabes","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","25"
"3546","31","14","3","2","3103","2","c3f3","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","2"
"3547","31","14","3","2","3103","2","pues entonces siii","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","4"
"3548","31","14","3","2","3103","0","jajajajaja","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","23"
"3549","31","14","3","2","3103","2","siiii","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","4"
"3550","31","14","3","2","3103","0","alguno de los dos ha preguntado algo que no ha dado tiempo a contestarle no?","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","23"
"3551","31","14","3","2","3103","2","cuando?","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","4"
"3552","31","14","3","2","3103","1","por aqui?","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","10"
"3553","31","14","3","2","3103","0","si, no?","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","23"
"3554","31","14","3","2","3103","1","vale si yo antes","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","10"
"3555","31","14","3","2","3103","0","cierto","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","23"
"3556","31","14","3","2","3103","2","2","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","4"
"3557","31","14","3","2","3103","1","2","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","10"
"3558","31","14","3","2","3103","0","ahora mas f?","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","23"
"3559","31","14","3","2","3103","1","mismo","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","10"
"3560","31","14","3","2","3103","2","sii n","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","4"
"3561","31","14","3","2","3103","2","luego al reves","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","4"
"3562","31","14","3","2","3103","0","pues como no querais 5 5","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","23"
"3563","31","14","3","2","3103","0","sale mas rentable hacer igual el 3 3","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","23"
"3564","31","14","3","2","3103","0","como veais","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","23"
"3565","31","14","3","2","3103","2","4 4 mejor no?","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","4"
"3566","31","14","3","2","3103","1","o la 4 4","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","10"
"3567","31","14","3","2","3103","0","hotia no lo habia visto","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","23"
"3568","31","14","3","2","3103","0","jaajajaj sisi","1","0","1","0","1","0","1","0.5","1","0","0","0.5","0","0","0","0","0","0","0","0","0","1","23"
"3569","31","15","3","4","3103","2","a ti jajaja","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3570","31","15","3","4","3103","2","si quieres f3 c3, que ganamos ambos 40","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3571","31","15","3","4","3103","1","si si jajja","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","13"
"3572","31","15","3","4","3103","1","si quieres f4 c4","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","13"
"3573","31","15","3","4","3103","2","si quieres f4 c4, y en la siguiente gano yo mas y ya esta jajaj","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3574","31","15","3","4","3103","2","si si","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3575","31","15","3","4","3103","1","vale jajaj","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","13"
"3576","31","15","3","4","3103","2","yo haria f3 c3, que si no esta muy desigualado","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3577","31","15","3","4","3103","2","es en la que mas puntuo","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","8"
"3578","31","15","3","4","3103","2","llevas bastante mas que yo","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","8"
"3579","31","15","3","4","3103","2","con esta se compensa algo","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","8"
"3580","31","15","3","4","3103","1","t debo  14","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","17"
"3581","31","15","3","4","3103","1","mejor 2 y 2","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","17"
"3582","31","15","3","4","3103","2","28","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","8"
"3583","31","15","3","4","3103","1","quedamos igual asi","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","17"
"3584","31","15","3","4","3103","1","no son 14 lo q t debo","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","17"
"3585","31","15","3","4","3103","1","2 y 2","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","17"
"3586","31","15","3","4","3103","2","2,2 dejo de ganar 3 y tu no tanto","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","8"
"3587","31","15","3","4","3103","1","siempre os llevais mas vosotros","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","12"
"3588","31","15","3","4","3103","1","la 5 y 5","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","12"
"3589","31","15","3","4","3103","0","jajajajaajajaja","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","27"
"3590","31","15","3","4","3103","2","peor yo ahira","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","2"
"3591","31","15","3","4","3103","1","tambien es positivo para todos","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","12"
"3592","31","15","3","4","3103","0","a mi este tampoco","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","27"
"3593","31","15","3","4","3103","1","te llevas poquisimo en casi todos","1","0","1","0","1","0","1","1","1","0","0.66666669","0.5","0","0","0.66666669","0","0","0","0","0","0","1","12"
