"obn","time","session","period","group","game","subjectid","subject","message","messagecode","late","type","strategy1","strategy2","payoff_1","payoff_2","payoff_manager","surplus_babbling"
"1156","13","1","14","2","2","102","2","Es el juego: 2","Es el juego 2","1","2","5","5","42","14","56","72"
"1157","15","1","14","2","2","123","23","Por favor decidme la verdad","Por favor decidme la verdad","1","0","5","5","42","14","56","72"
"1158","16","1","14","2","2","102","2","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","5","5","42","14","56","72"
"1159","21","1","14","2","2","116","16","C está mintiendo","C está mintiendo","1","1","5","5","42","14","56","72"
"1160","25","1","14","2","2","102","2","F está mintiendo","F está mintiendo","1","2","5","5","42","14","56","72"
"1161","26","1","14","2","2","123","23","Por favor decidme la verdad","Por favor decidme la verdad","1","0","5","5","42","14","56","72"
"1162","27","1","14","2","2","102","2","Es el juego: 2","Es el juego 2","1","2","5","5","42","14","56","72"
"1163","32","1","14","2","2","116","16","Es el juego: 5","Es el juego 5","1","1","5","5","42","14","56","72"
"1164","33","1","14","2","2","102","2","F está mintiendo","F está mintiendo","1","2","5","5","42","14","56","72"
"1165","35","1","14","2","2","102","2","Es el juego: 2","Es el juego 2","1","2","5","5","42","14","56","72"
"1166","5","1","14","3","2","121","21","¿En qué juego estamos?","¿En qué juego estamos?","1","0","2","2","33","47","80","72"
"1167","9","1","14","3","2","114","14","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"1168","12","1","14","3","2","107","7","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1169","13","1","14","3","2","114","14","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","33","47","80","72"
"1170","17","1","14","3","2","107","7","F está diciendo la verdad","F está diciendo la verdad","1","2","2","2","33","47","80","72"
"1171","19","1","14","3","2","107","7","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"1172","21","1","14","3","2","107","7","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","33","47","80","72"
"1173","21","1","14","3","2","114","14","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","33","47","80","72"
"1174","22","1","14","3","2","107","7","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1175","22","1","14","3","2","114","14","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"1176","24","1","14","3","2","107","7","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1177","26","1","14","3","2","107","7","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1178","27","1","14","3","2","114","14","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"1179","28","1","14","3","2","107","7","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1180","32","1","14","3","2","107","7","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"1181","34","1","14","3","2","107","7","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","33","47","80","72"
"1182","37","1","14","3","2","107","7","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","33","47","80","72"
"1183","39","1","14","3","2","107","7","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","33","47","80","72"
"1184","41","1","14","3","2","107","7","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","33","47","80","72"
"1185","44","1","14","3","2","107","7","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","33","47","80","72"
"1186","46","1","14","3","2","107","7","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1187","2","1","14","4","2","120","20","¿En qué juego estamos?","¿En qué juego estamos?","1","0","2","2","33","47","80","72"
"1188","4","1","14","4","2","101","1","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"1189","14","1","14","4","2","120","20","Por favor decidme la verdad","Por favor decidme la verdad","1","0","2","2","33","47","80","72"
"1190","16","1","14","4","2","101","1","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","33","47","80","72"
"1191","3","1","14","5","3","126","26","Por favor decidme la verdad","Por favor decidme la verdad","1","0","3","3","40","40","80","80"
"1192","4","1","14","5","3","126","26","¿En qué juego estamos?","¿En qué juego estamos?","1","0","3","3","40","40","80","80"
"1193","8","1","14","5","3","106","6","Es el juego: 3","Es el juego 3","1","2","3","3","40","40","80","80"
"1194","3","1","14","6","5","125","25","¿En qué juego estamos?","¿En qué juego estamos?","1","0","5","5","54","26","80","64"
"1195","7","1","14","6","5","111","11","Es el juego: 5","Es el juego 5","1","1","5","5","54","26","80","64"
"1196","20","1","14","6","5","125","25","Por favor decidme la verdad","Por favor decidme la verdad","1","0","5","5","54","26","80","64"
"1197","22","1","14","6","5","111","11","Es el juego: 5","Es el juego 5","1","1","5","5","54","26","80","64"
"1198","24","1","14","6","5","111","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","54","26","80","64"
"1199","30","1","14","6","5","108","8","Es el juego: 3","Es el juego 3","1","2","5","5","54","26","80","64"
"1200","31","1","14","6","5","108","8","F está mintiendo","F está mintiendo","1","2","5","5","54","26","80","64"
"1201","32","1","14","6","5","111","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","54","26","80","64"
"1202","32","1","14","6","5","108","8","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","5","5","54","26","80","64"
"1203","33","1","14","6","5","111","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","54","26","80","64"
"1204","34","1","14","6","5","108","8","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","5","5","54","26","80","64"
"1205","34","1","14","6","5","111","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","54","26","80","64"
"1206","35","1","14","6","5","108","8","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","5","5","54","26","80","64"
"1207","36","1","14","6","5","111","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","54","26","80","64"
"1208","37","1","14","6","5","108","8","Es el juego: 3","Es el juego 3","1","2","5","5","54","26","80","64"
"1209","37","1","14","6","5","111","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","54","26","80","64"
"1210","38","1","14","6","5","108","8","Es el juego: 3","Es el juego 3","1","2","5","5","54","26","80","64"
"1211","39","1","14","6","5","111","11","Es el juego: 5","Es el juego 5","1","1","5","5","54","26","80","64"
"1212","40","1","14","6","5","111","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","54","26","80","64"
"1213","42","1","14","6","5","111","11","Es el juego: 5","Es el juego 5","1","1","5","5","54","26","80","64"
"1214","43","1","14","6","5","111","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","54","26","80","64"
"1215","45","1","14","6","5","111","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","54","26","80","64"
"1216","46","1","14","6","5","111","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","54","26","80","64"
"1217","3","1","14","7","5","119","19","¿En qué juego estamos?","¿En qué juego estamos?","1","0","5","5","54","26","80","64"
"1218","4","1","14","7","5","118","18","Es el juego: 5","Es el juego 5","1","1","5","5","54","26","80","64"
"1219","12","1","14","7","5","104","4","F está mintiendo","F está mintiendo","1","2","5","5","54","26","80","64"
"1220","14","1","14","7","5","118","18","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","54","26","80","64"
"1221","15","1","14","7","5","104","4","Es el juego: 1","Es el juego 1","1","2","5","5","54","26","80","64"
"1222","18","1","14","7","5","118","18","C está mintiendo","C está mintiendo","1","1","5","5","54","26","80","64"
"1223","18","1","14","7","5","104","4","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","5","5","54","26","80","64"
"1224","21","1","14","7","5","119","19","Por favor decidme la verdad","Por favor decidme la verdad","1","0","5","5","54","26","80","64"
"1225","22","1","14","7","5","104","4","F está mintiendo","F está mintiendo","1","2","5","5","54","26","80","64"
"1226","22","1","14","7","5","118","18","Es el juego: 5","Es el juego 5","1","1","5","5","54","26","80","64"
"1227","25","1","14","7","5","118","18","Es el juego: 5","Es el juego 5","1","1","5","5","54","26","80","64"
"1228","25","1","14","7","5","104","4","Es el juego: 1","Es el juego 1","1","2","5","5","54","26","80","64"
"1229","28","1","14","7","5","118","18","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","54","26","80","64"
"1230","30","1","14","7","5","104","4","F está mintiendo","F está mintiendo","1","2","5","5","54","26","80","64"
"1231","31","1","14","7","5","118","18","C está mintiendo","C está mintiendo","1","1","5","5","54","26","80","64"
"1232","33","1","14","7","5","118","18","Es el juego: 5","Es el juego 5","1","1","5","5","54","26","80","64"
"1233","33","1","14","7","5","104","4","Es el juego: 1","Es el juego 1","1","2","5","5","54","26","80","64"
"1234","37","1","14","7","5","104","4","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","5","5","54","26","80","64"
"1235","37","1","14","7","5","118","18","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","5","5","54","26","80","64"
"1236","39","1","14","7","5","118","18","Es el juego: 5","Es el juego 5","1","1","5","5","54","26","80","64"
"1237","41","1","14","7","5","104","4","F está mintiendo","F está mintiendo","1","2","5","5","54","26","80","64"
"1238","43","1","14","7","5","104","4","Es el juego: 1","Es el juego 1","1","2","5","5","54","26","80","64"
"1239","46","1","14","7","5","118","18","Es el juego: 5","Es el juego 5","1","1","5","5","54","26","80","64"
"1240","2","1","14","8","3","122","22","¿En qué juego estamos?","¿En qué juego estamos?","1","0","2","2","29","43","72","80"
"1241","3","1","14","8","3","122","22","¿En qué juego estamos?","¿En qué juego estamos?","1","0","2","2","29","43","72","80"
"1242","4","1","14","8","3","110","10","Es el juego: 3","Es el juego 3","1","1","2","2","29","43","72","80"
"1243","5","1","14","8","3","122","22","¿En qué juego estamos?","¿En qué juego estamos?","1","0","2","2","29","43","72","80"
"1244","5","1","14","8","3","110","10","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","29","43","72","80"
"1245","7","1","14","8","3","122","22","Por favor decidme la verdad","Por favor decidme la verdad","1","0","2","2","29","43","72","80"
"1246","8","1","14","8","3","105","5","Es el juego: 3","Es el juego 3","1","2","2","2","29","43","72","80"
"1247","8","1","14","8","3","122","22","Por favor decidme la verdad","Por favor decidme la verdad","1","0","2","2","29","43","72","80"
"1248","11","1","14","8","3","105","5","F está diciendo la verdad","F está diciendo la verdad","1","2","2","2","29","43","72","80"
"1249","12","1","14","8","3","105","5","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","29","43","72","80"
"1250","13","1","14","8","3","110","10","C está diciendo la verdad","C está diciendo la verdad","1","1","2","2","29","43","72","80"
"1251","14","1","14","8","3","110","10","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","29","43","72","80"
"1252","15","1","14","8","3","110","10","C está diciendo la verdad","C está diciendo la verdad","1","1","2","2","29","43","72","80"
"1253","17","1","14","8","3","110","10","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","29","43","72","80"
"1254","19","1","14","8","3","110","10","C está diciendo la verdad","C está diciendo la verdad","1","1","2","2","29","43","72","80"
"1255","19","1","14","8","3","105","5","F está diciendo la verdad","F está diciendo la verdad","1","2","2","2","29","43","72","80"
"1256","20","1","14","8","3","110","10","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","29","43","72","80"
"1257","20","1","14","8","3","105","5","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","29","43","72","80"
"1258","22","1","14","8","3","110","10","C está diciendo la verdad","C está diciendo la verdad","1","1","2","2","29","43","72","80"
"1259","32","1","14","8","3","110","10","C está diciendo la verdad","C está diciendo la verdad","1","1","2","2","29","43","72","80"
"1260","36","1","14","8","3","110","10","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","29","43","72","80"
"1261","2","1","14","9","5","127","27","¿En qué juego estamos?","¿En qué juego estamos?","1","0","3","3","32","32","64","64"
"1262","3","1","14","9","5","127","27","¿En qué juego estamos?","¿En qué juego estamos?","1","0","3","3","32","32","64","64"
"1263","5","1","14","9","5","109","9","Es el juego: 5","Es el juego 5","1","2","3","3","32","32","64","64"
"1264","6","1","14","9","5","127","27","Por favor decidme la verdad","Por favor decidme la verdad","1","0","3","3","32","32","64","64"
"1265","8","1","14","9","5","112","12","C está diciendo la verdad","C está diciendo la verdad","1","1","3","3","32","32","64","64"
"1266","13","1","14","9","5","112","12","Es el juego: 5","Es el juego 5","1","1","3","3","32","32","64","64"
"1267","29","1","14","9","5","109","9","F está diciendo la verdad","F está diciendo la verdad","1","2","3","3","32","32","64","64"
"1268","32","1","14","9","5","109","9","Es el juego: 5","Es el juego 5","1","2","3","3","32","32","64","64"
"3138","3","2","14","1","5","221","21","¿En qué juego estamos?","¿En qué juego estamos?","1","0","1","1","10","38","48","64"
"3139","6","2","14","1","5","213","13","Es el juego: 5","Es el juego 5","1","1","1","1","10","38","48","64"
"3140","8","2","14","1","5","203","3","F está diciendo la verdad","F está diciendo la verdad","1","2","1","1","10","38","48","64"
"3141","2","2","14","2","2","220","20","¿En qué juego estamos?","¿En qué juego estamos?","1","0","4","4","39","25","64","72"
"3142","4","2","14","2","2","215","15","Es el juego: 4","Es el juego 4","1","1","4","4","39","25","64","72"
"3143","5","2","14","2","2","220","20","Por favor decidme la verdad","Por favor decidme la verdad","1","0","4","4","39","25","64","72"
"3144","7","2","14","2","2","215","15","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","4","4","39","25","64","72"
"3145","24","2","14","2","2","220","20","Por favor decidme la verdad","Por favor decidme la verdad","1","0","4","4","39","25","64","72"
"3146","44","2","14","2","2","209","9","Es el juego: 2","Es el juego 2","1","2","4","4","39","25","64","72"
"3147","46","2","14","2","2","209","9","Es el juego: 2","Es el juego 2","1","2","4","4","39","25","64","72"
"3148","2","2","14","3","2","222","22","¿En qué juego estamos?","¿En qué juego estamos?","1","0","2","2","33","47","80","72"
"3149","4","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3150","6","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3151","6","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3152","7","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3153","8","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3154","9","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3155","9","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3156","10","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3157","11","2","14","3","2","202","2","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","33","47","80","72"
"3158","12","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3159","13","2","14","3","2","222","22","Por favor decidme la verdad","Por favor decidme la verdad","1","0","2","2","33","47","80","72"
"3160","13","2","14","3","2","202","2","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"3161","14","2","14","3","2","211","11","C está mintiendo","C está mintiendo","1","1","2","2","33","47","80","72"
"3162","14","2","14","3","2","202","2","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"3163","15","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3164","16","2","14","3","2","202","2","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"3165","17","2","14","3","2","211","11","C está mintiendo","C está mintiendo","1","1","2","2","33","47","80","72"
"3166","17","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3167","18","2","14","3","2","211","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","33","47","80","72"
"3168","19","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3169","20","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3170","20","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3171","21","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3172","22","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3173","22","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3174","23","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3175","24","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3176","25","2","14","3","2","202","2","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","33","47","80","72"
"3177","25","2","14","3","2","211","11","C está mintiendo","C está mintiendo","1","1","2","2","33","47","80","72"
"3178","27","2","14","3","2","202","2","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","33","47","80","72"
"3179","27","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3180","29","2","14","3","2","211","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","33","47","80","72"
"3181","30","2","14","3","2","202","2","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","2","2","33","47","80","72"
"3182","31","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3183","32","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3184","33","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3185","34","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3186","35","2","14","3","2","211","11","C está mintiendo","C está mintiendo","1","1","2","2","33","47","80","72"
"3187","35","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3188","37","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3189","37","2","14","3","2","211","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","2","2","33","47","80","72"
"3190","38","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3191","39","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3192","40","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3193","41","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3194","41","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3195","42","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3196","43","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3197","44","2","14","3","2","202","2","Es el juego: 2","Es el juego 2","1","2","2","2","33","47","80","72"
"3198","44","2","14","3","2","211","11","Es el juego: 5","Es el juego 5","1","1","2","2","33","47","80","72"
"3199","45","2","14","3","2","202","2","F está mintiendo","F está mintiendo","1","2","2","2","33","47","80","72"
"3200","4","2","14","4","2","201","1","Es el juego: 2","Es el juego 2","1","2","1","1","22","50","72","72"
"3201","5","2","14","4","2","224","24","¿En qué juego estamos?","¿En qué juego estamos?","1","0","1","1","22","50","72","72"
"3202","5","2","14","4","2","218","18","Es el juego: 4","Es el juego 4","1","1","1","1","22","50","72","72"
"3203","9","2","14","4","2","201","1","F está mintiendo","F está mintiendo","1","2","1","1","22","50","72","72"
"3204","18","2","14","4","2","201","1","Es el juego: 2","Es el juego 2","1","2","1","1","22","50","72","72"
"3205","20","2","14","4","2","201","1","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","1","1","22","50","72","72"
"3206","22","2","14","4","2","218","18","C está mintiendo","C está mintiendo","1","1","1","1","22","50","72","72"
"3207","34","2","14","4","2","201","1","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","1","1","22","50","72","72"
"3208","45","2","14","4","2","218","18","Es el juego: 4","Es el juego 4","1","1","1","1","22","50","72","72"
"3209","3","2","14","5","3","225","25","¿En qué juego estamos?","¿En qué juego estamos?","1","0","3","3","40","40","80","80"
"3210","5","2","14","5","3","205","5","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3211","9","2","14","5","3","205","5","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","3","3","40","40","80","80"
"3212","11","2","14","5","3","225","25","Por favor decidme la verdad","Por favor decidme la verdad","1","0","3","3","40","40","80","80"
"3213","14","2","14","5","3","205","5","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3214","16","2","14","5","3","205","5","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","3","3","40","40","80","80"
"3215","24","2","14","5","3","225","25","Por favor decidme la verdad","Por favor decidme la verdad","1","0","3","3","40","40","80","80"
"3216","31","2","14","5","3","225","25","Por favor decidme la verdad","Por favor decidme la verdad","1","0","3","3","40","40","80","80"
"3217","32","2","14","5","3","216","16","C está mintiendo","C está mintiendo","1","1","3","3","40","40","80","80"
"3218","32","2","14","5","3","205","5","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3219","34","2","14","5","3","205","5","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","3","3","40","40","80","80"
"3220","36","2","14","5","3","225","25","Por favor decidme la verdad","Por favor decidme la verdad","1","0","3","3","40","40","80","80"
"3221","38","2","14","5","3","216","16","Es el juego: 3","Es el juego 3","1","1","3","3","40","40","80","80"
"3222","40","2","14","5","3","205","5","Es el juego: 1","Es el juego 1","1","2","3","3","40","40","80","80"
"3223","41","2","14","5","3","205","5","F está mintiendo","F está mintiendo","1","2","3","3","40","40","80","80"
"3224","41","2","14","5","3","216","16","Es el juego: 3","Es el juego 3","1","1","3","3","40","40","80","80"
"3225","43","2","14","5","3","205","5","F está mintiendo","F está mintiendo","1","2","3","3","40","40","80","80"
"3226","43","2","14","5","3","216","16","Es el juego: 3","Es el juego 3","1","1","3","3","40","40","80","80"
"3227","44","2","14","5","3","205","5","F está mintiendo","F está mintiendo","1","2","3","3","40","40","80","80"
"3228","45","2","14","5","3","205","5","F está mintiendo","F está mintiendo","1","2","3","3","40","40","80","80"
"3229","45","2","14","5","3","216","16","Es el juego: 3","Es el juego 3","1","1","3","3","40","40","80","80"
"3230","3","2","14","6","5","212","12","Es el juego: 5","Es el juego 5","1","1","4","4","43","29","72","64"
"3231","5","2","14","6","5","212","12","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","4","4","43","29","72","64"
"3232","16","2","14","6","5","207","7","F está diciendo la verdad","F está diciendo la verdad","1","2","4","4","43","29","72","64"
"3233","18","2","14","6","5","212","12","C está diciendo la verdad","C está diciendo la verdad","1","1","4","4","43","29","72","64"
"3234","31","2","14","6","5","207","7","Es el juego: 5","Es el juego 5","1","2","4","4","43","29","72","64"
"3235","2","2","14","7","5","226","26","¿En qué juego estamos?","¿En qué juego estamos?","1","0","3","3","32","32","64","64"
"3236","3","2","14","7","5","226","26","Por favor decidme la verdad","Por favor decidme la verdad","1","0","3","3","32","32","64","64"
"3237","4","2","14","7","5","214","14","Es el juego: 5","Es el juego 5","1","1","3","3","32","32","64","64"
"3238","4","2","14","7","5","206","6","Es el juego: 1","Es el juego 1","1","2","3","3","32","32","64","64"
"3239","5","2","14","7","5","226","26","Por favor decidme la verdad","Por favor decidme la verdad","1","0","3","3","32","32","64","64"
"3240","5","2","14","7","5","214","14","Es el juego: 5","Es el juego 5","1","1","3","3","32","32","64","64"
"3241","6","2","14","7","5","206","6","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","3","3","32","32","64","64"
"3242","7","2","14","7","5","214","14","Es el juego: 5","Es el juego 5","1","1","3","3","32","32","64","64"
"3243","7","2","14","7","5","206","6","Es el juego: 1","Es el juego 1","1","2","3","3","32","32","64","64"
"3244","8","2","14","7","5","214","14","Es el juego: 5","Es el juego 5","1","1","3","3","32","32","64","64"
"3245","10","2","14","7","5","214","14","Es el juego: 5","Es el juego 5","1","1","3","3","32","32","64","64"
"3246","10","2","14","7","5","206","6","F está mintiendo","F está mintiendo","1","2","3","3","32","32","64","64"
"3247","12","2","14","7","5","206","6","Es el juego: 1","Es el juego 1","1","2","3","3","32","32","64","64"
"3248","14","2","14","7","5","206","6","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","3","3","32","32","64","64"
"3249","26","2","14","7","5","214","14","Es el juego: 5","Es el juego 5","1","1","3","3","32","32","64","64"
"3250","28","2","14","7","5","206","6","Es el juego: 1","Es el juego 1","1","2","3","3","32","32","64","64"
"3251","29","2","14","7","5","214","14","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","3","3","32","32","64","64"
"3252","31","2","14","7","5","206","6","Es el juego: 1","Es el juego 1","1","2","3","3","32","32","64","64"
"3253","32","2","14","7","5","214","14","C está mintiendo","C está mintiendo","1","1","3","3","32","32","64","64"
"3254","33","2","14","7","5","206","6","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","2","3","3","32","32","64","64"
"3255","35","2","14","7","5","206","6","F está mintiendo","F está mintiendo","1","2","3","3","32","32","64","64"
"3256","36","2","14","7","5","214","14","C está mintiendo","C está mintiendo","1","1","3","3","32","32","64","64"
"3257","36","2","14","7","5","206","6","Es el juego: 1","Es el juego 1","1","2","3","3","32","32","64","64"
"3258","38","2","14","7","5","214","14","C está mintiendo","C está mintiendo","1","1","3","3","32","32","64","64"
"3259","39","2","14","7","5","214","14","C está mintiendo","C está mintiendo","1","1","3","3","32","32","64","64"
"3260","41","2","14","7","5","214","14","C está mintiendo","C está mintiendo","1","1","3","3","32","32","64","64"
"3261","42","2","14","7","5","214","14","C está mintiendo","C está mintiendo","1","1","3","3","32","32","64","64"
"3262","44","2","14","7","5","214","14","C está mintiendo","C está mintiendo","1","1","3","3","32","32","64","64"
"3263","45","2","14","7","5","206","6","Es el juego: 1","Es el juego 1","1","2","3","3","32","32","64","64"
"3264","46","2","14","7","5","214","14","C está mintiendo","C está mintiendo","1","1","3","3","32","32","64","64"
"3265","1","2","14","8","3","219","19","¿En qué juego estamos?","¿En qué juego estamos?","1","0","1","1","18","46","64","80"
"3266","4","2","14","8","3","219","19","Por favor decidme la verdad","Por favor decidme la verdad","1","0","1","1","18","46","64","80"
"3267","7","2","14","8","3","208","8","Es el juego: 1","Es el juego 1","1","2","1","1","18","46","64","80"
"3268","8","2","14","8","3","217","17","Es el juego: 3","Es el juego 3","1","1","1","1","18","46","64","80"
"3269","16","2","14","8","3","208","8","F está mintiendo","F está mintiendo","1","2","1","1","18","46","64","80"
"3270","23","2","14","8","3","217","17","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","1","1","18","46","64","80"
"3271","25","2","14","8","3","217","17","Es el juego: 3","Es el juego 3","1","1","1","1","18","46","64","80"
"3272","29","2","14","8","3","217","17","Estoy diciendo la verdad","Estoy diciendo la verdad.","1","1","1","1","18","46","64","80"
"3273","35","2","14","8","3","208","8","Es el juego: 1","Es el juego 1","1","2","1","1","18","46","64","80"
"3274","43","2","14","8","3","219","19","Por favor decidme la verdad","Por favor decidme la verdad","1","0","1","1","18","46","64","80"
"3275","3","2","14","9","5","223","23","¿En qué juego estamos?","¿En qué juego estamos?","1","0","2","2","21","35","56","64"
