"session","period","group","game","Type","message","any_suggestion","suggest_safe","suggest_efficient","agree_proposal","discuss_coordinate","discuss_fairness","discuss_efficient","discuss_rules","discuss_howtoplay","explanation","ask_game","receive_report","truthful","falsehood","contradict","disagreement","neither_report","Subject"
"30","14","2","2","1","sisi","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","14","2","2","0","entendido","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","20"
"30","14","2","2","1","cuidado","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","14","2","2","0","fijaros si cambia","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","20"
"30","14","2","2","1","no se cambie","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","14","2","2","1","eso","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","14","2","2","2","todo 3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"30","14","2","2","2","todo 3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"30","14","2","2","1","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","14","2","2","0","vale","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","20"
"30","14","2","2","0","con cual ganamos mas?","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","14","2","2","1","la 11 22 gana mas el f y 44 55 gano mas yo","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","15"
"30","14","2","2","1","el c*","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","15"
"30","14","2","2","1","la 33 es la mas igualada","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","15"
"30","14","2","2","0","pero cual cojo ahora?","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","14","2","2","1","en todos creo","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","15"
"30","14","2","2","2","la c1 f1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","14","2","2","2","Es la mas repartida","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","14","2","2","2","Dentro de que todos ganamos","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","14","2","2","0","decidme que cojo ahora","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","14","2","2","1","f5c5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","15"
"30","14","2","2","2","fa c4 y c5 l5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","14","2","2","0","y eso?","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","14","2","2","0","con lo facil q es poner 3.3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","14","2","2","2","con lo rapido que se hace","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","14","2","2","1","Exacto","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","14","2","2","1","Dan mucho tiempo creo yo","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","14","2","2","2","y despues de esto que habra","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","14","2","2","1","En un minuto se puede","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","14","2","2","0","y la gente escribe hasta el final","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","14","2","2","2","que bien ahora","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","14","2","2","1","Que suerte","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","14","2","2","2","el 3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","14","2","2","2","manteca","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","14","2","2","2","3.3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","14","2","2","2","ahora ha ido mas rapido","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","14","2","2","0","jajaja que no pare","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","14","2","2","2","sisi","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","14","2","2","1","Jajajajaja","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","15","2","1","2","pero si toca el juego 1 o 2 dejame elegir es lo unico","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","1","vale","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","15","2","1","2","eso si el jugadorA se va llevar 500 millones","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","1","yes","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","15","2","1","2",";)","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","1","no entiendo porque los otros se escriban tanto :)","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","15","2","1","2","ya ves jajaja","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","se estaran contando su vida o algo -.-","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","1","jajajaj","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","15","2","1","1","pero no se puede =)","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","15","2","1","2","ya jajaja","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","bueno 3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","2/2?","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","15","2","1","1","podemos coger la 3/3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","15","2","1","1","y la siguiente ganas tu","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","15","2","1","2","vale","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","15","2","1","2","entonces 3/3?","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","15","2","1","1","es q lo unico q pierdes son unos puntilos","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","15","2","1","2","si si me parece bien","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","15","2","1","2","entonces hacemos 18 y acabamos todo lo del lineex?","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","15","2","1","2","a esperar","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"30","15","2","1","1","que no cambie","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","15","2","1","1","atentos","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","15","2","1","2","todo 3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"30","15","2","1","0","siii","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","20"
"30","15","2","1","1","A te estas llevando buen botin eh nats jajaja","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","15","2","1","1","que suerte jajaja","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","15","2","1","0","jejejeje  :P","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","20"
"30","15","2","1","2","ojala me hubiera tocado a","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"30","15","2","1","1","jajaja ya ves","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","15","2","1","2","todo 3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"30","15","2","1","0","valee","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","20"
"30","15","2","1","1","eso","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","15","2","1","2","Vale espera","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","Lo mas justo es repartir ganancias","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","1","aunque lo mejor seria f3c3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","15"
"30","15","2","1","0","decidme el que mas ganemos todos","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","15","2","1","2","y con c3 f3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","tu 72","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","nosotros 36 36","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","Pero si quieres igualar porque tengo un poco menos seria justo","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","Y empezar a repartir totalmente","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","Y salir ganando todos","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","La la f1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","Seria esa opcion","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","1","estamos en el juego 5","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","15"
"30","15","2","1","1","ahoar","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","15"
"30","15","2","1","1","ahora","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","15"
"30","15","2","1","2","Porque asis e reparte","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","Aunque en unas yo gane menos","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","Como en esta","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","en la 4 y 5 yo gano menos","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","en la 3 igual","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","y en la 1 y en la 2","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","2","Yo mas","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","15","2","1","1","por 3 puntos entonces","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","15"
"30","15","2","1","2","el 3 las 6 que quedan","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","15","2","1","0","aqui me faltan los emoticonos","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","15","2","1","1","No entiendo de que habla la gente","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","15","2","1","1","Todo el rato es lo mismo","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","15","2","1","2","estaran ligando","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","15","2","1","0","o discuten pq restan","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","15","2","1","1","Jjajajajjaja","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","15","2","1","0","jajaja","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","15","2","1","2","jajajaja","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","15","2","1","1","Tan malos son?","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","15","2","1","2","el A los esta poniendo mal todo el rato","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","15","2","1","1","Porque se trata de que ganemos todos","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","15","2","1","2","claro","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","15","2","1","0","a mi me la jugaron la ultima vez jaja","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","15","2","1","2","nuestro A si que mola jajajajaj","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","15","2","1","2","si o q?","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","15","2","1","1","Creo yo vamos","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","15","2","1","0","oh yeah","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","15","2","1","1","SI?","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","15","2","1","2","ahoera cuentas jaja","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","2","madre mia","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","2","lo estamos haciendo de oro","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","1","ya estaba mirando si podemos ponerle una cantidad negativa","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","16","2","1","1","elije","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","16","2","1","2","vale a ver","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","2","o c1 f1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","2","o c2 f2","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","2","por tres puntos ya ves","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","1","c2 f2 mejor no","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","16","2","1","1","ajaja","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","16","2","1","2","por eso te digo","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","1","si","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","16","2","1","1","3..y ya acabamos","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","16","2","1","2","sii","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","2","hola","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","1","hola","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","16","2","1","2","que fila vas a coger?","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","1","pero q juego seleccionamos","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","16","2","1","2","donde se selecciona","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","2","?","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","1","creo q si","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","16","2","1","2","ah","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","2","2/2?","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","1","si","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","16","2","1","2","okey","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","2","porque si cogemos la 1 pierdes mucho tu","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","1","aa es verdad","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","16","2","1","1","lo q quieras","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","16","2","1","2","no no la 2 por que yo pierdo 3 y tu ganas 11","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","1","me parece bien","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","16","2","1","1",":)","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","16","2","1","2","te parece bien lña 1?","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","1","que no se cambiee","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","16","2","1","2","va que dentro de nada acabamos","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"30","16","2","1","2","vamos equipo","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"30","16","2","1","0","weee!!!","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","20"
"30","16","2","1","1","jjajjajajajajja","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","16","2","1","2","todo 2","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"30","16","2","1","1","eso","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","16","2","1","0","y si elegimos c3 y fila 3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","20"
"30","16","2","1","0","asi los dos ganais por =","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","20"
"30","16","2","1","2","todo 2","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"30","16","2","1","2","c1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","0","decidme","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","16","2","1","2","Vale es muy sencillo","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","2","o c1 f1 como antes para seguir repartiendo","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","0","es que yo no se que juego hay en cada caso entonces no se como elegir una buena combinacion","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","16","2","1","2","o f3 c3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","1","a como que para seguir repartiendo","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","15"
"30","16","2","1","2","Respecto a F","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","2","ahora f5 c5","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","2","Asi es lo mas equilibrado","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","2","f3 c3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","2","Juego 3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","0","pues f3c3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","16","2","1","2","Porque es donde mas se reparte","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","16","2","1","0","y ganamos todos","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","16","2","1","2","ole ole","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","1","Bien","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","16","2","1","2","el 3 jajajaja","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","2","cuenta eso A","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","1","Ya nos queda poco","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","16","2","1","0","pues habia que repartir dinero, parecido a ahora","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","16","2","1","0","nos dimos lo mismo todo el rato","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","16","2","1","0","en la ultima ronda me resto","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","16","2","1","2","que liante","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","1","Ehh no nos hagas eso ehh!! Que aquí ganamos todos","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","16","2","1","2","lo malo esque no sabes quien es jajajajaj","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","1","Te resto mucho?","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","16","2","1","0","jajajajaja","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","16","2","1","0","si, si.. me resto bastante","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","16","2","1","0","aun asi gane mucho","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","16","2","1","2","si no la peña saldria de aqui a golpes jajaja","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","16","2","1","1","Como son así","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","17","2","1","2","sisi","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","17","2","1","2","c2 f2","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","17","2","1","2","vale ahora si","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","17","2","1","2","NA","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","17","2","1","1","cual","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","17","2","1","2","f1 c1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","17","2","1","1","jajaja","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","17","2","1","1","vale","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","17","2","1","1","abajo","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","17","2","1","2","3?","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","17","2","1","1","vale","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","17","2","1","2","la*","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","17","2","1","2","que es la unica que gano 54?","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","17","2","1","2","y luego tu","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","17","2","1","1","vale entonces me tocan dos seguidas tambien","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","17","2","1","2","si si","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","17","2","1","1","bien","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","17","2","1","2","gracias","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","17","2","1","1","la uno uno","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","17","2","1","2","si","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","17","2","1","2","elige","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","17","2","1","1","pf","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","17","2","1","1","yo q se","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","17","2","1","2","3/3?","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","17","2","1","1","la 55","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","17","2","1","1","a vale","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","17","2","1","2","lo que quieras","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","17","2","1","0","y yo aunque gane menos, pero ya llevo ganado mucho","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","20"
"30","17","2","1","2","antes el se ha llevado mas","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"30","17","2","1","2","y ahora yo mas","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"30","17","2","1","0","vale","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","20"
"30","17","2","1","2","es lo justo","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"30","17","2","1","2","todo 2","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"30","17","2","1","1","sisi","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","17","2","1","1","es lo justo","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","17","2","1","2","todo 1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"30","17","2","1","2","hoy ganas mucho participante A","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8"
"30","17","2","1","1","jajajaja sisi","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","17","2","1","1","yo ganare poco","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","18"
"30","17","2","1","1","si estas ganando tu el doble que yo en las ultimas","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","15"
"30","17","2","1","2","tio entiende el juego","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","17","2","1","2","tu 80 nosotros 40","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","17","2","1","2","serian 80+40+40","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5"
"30","17","2","1","0","era diferente, el ganaba mas","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","17","2","1","1","Yo la otra vez que vine el juego no se parecia mucho","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","17","2","1","2","yo empiezo hoy jaja","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","17","2","1","2","3.3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","17","2","1","2","2","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","17","2","1","2","3.3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","17","2","1","2","el A es siempre la suma de los dos","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"30","17","2","1","1","lO TÍPICO","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
"30","17","2","1","0","si","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","17","2","1","0","NA","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","26"
"30","17","2","1","1","sí","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","17"
